title,link
THE SECOND'S MALE LEAD REGRETS,https://t.me/moon_read/573
THE SECRET BEDROOM OF THE ABANDONED PRINCESS 🔞🔞🔞,https://t.me/moon_read/231
THE SECRET ROMANCE OF THE ENGAGED COUPLE,https://t.me/moon_read/1123
THE SICKLY GRAND DUKE IS OBSESSED WITH ME,https://t.me/moon_read/571
THE SLAVE PRINCESS EVERY NIGHT,https://t.me/moon_read/1089
THE SNAKE'S PREDATORY BRIDE,https://t.me/moon_read/1165
THE SOULESS DUCHESS,https://t.me/moon_read/883
THE STRONGEST BROTHER LOST HIS MEMORY / THICKER THAN MEMORY,https://t.me/moon_read/375
THE TAINTED HALF,https://t.me/moon_read/195
THE TAMED HEIRESS 🔞🔞🔞,https://t.me/moon_read/773
THE TEMPTED PRIEST IS GOING TO HELL 🔞🔞🔞,https://t.me/moon_read/720
THE TERMINALLY ILL STEPMOTHER WILL NOW DISSAPPEAR,https://t.me/moon_read/991
THE TERMINALLY ILL VILLAINESS IS GOING ON STRIKE,https://t.me/moon_read/624
THE TUNNEL TO SUMMER,https://t.me/moon_read/424
THE TUTOR'S PERFECT MEAL,https://t.me/moon_read/1136
THE TYRANT MISTOOK ME FOR A COMPANION,https://t.me/moon_read/622
THE TYRANT WANTS TO BE GOOD,https://t.me/moon_read/650
THE TYRANT'S COMFORT DOLL,https://t.me/moon_read/1112
THE TYRANT'S COMFORT DOLL,https://t.me/moon_read/604
THE TYRANT'S ETIQUETTE TUTOR,https://t.me/moon_read/204
THE TYRANT'S LOST WIFE,https://t.me/moon_read/594
THE UNDERCOVER DUCHESS 🔞🔞🔞,https://t.me/moon_read/770
THE UNEXPECTED🔞,https://t.me/moon_read/660
THE UNINTENTIONAL VILLAINESS,https://t.me/moon_read/1200
THE VEGETARIAN,https://t.me/moon_read/391
THE VILLAIN IS BEING SUSPICIOUSLY KIND,https://t.me/moon_read/908
THE VILLAIN IS MINE NOW,https://t.me/moon_read/929
THE VILLAINESS IN LOVE,https://t.me/moon_read/77
THE VILLAINESS IS A MARIONETTE,https://t.me/moon_read/518
THE VILLAINESS IS RAISING THE MALE PROTAGONIST,https://t.me/moon_read/787
THE VILLAINESS IS RETIRING,https://t.me/moon_read/76
THE VILLAINESS IS THE HEROINE'S BIGGEST FAN,https://t.me/moon_read/200
THE VILLAINESS LIVES AGAIN,https://t.me/moon_read/567
THE VILLAINESS STATIONERY SHOP,https://t.me/moon_read/350
THE VILLAINESS WANTS A DIVORCE,https://t.me/moon_read/492
THE VILLAINESS'S DAUGHTER IS GETTING AN OBSESSION,https://t.me/moon_read/1230
THE WEST WIND'S DESTINATION🔞,https://t.me/moon_read/402
THE WIFE OF RED LION 🔞🔞🔞,https://t.me/moon_read/691
THE WILD FLOWER OF THE PALACE,https://t.me/moon_read/172
THE WISHING WELL SERIES,https://t.me/moon_read/730
THE WITCH DIDN'T RAISE THE TYRANT THAT WAY,https://t.me/moon_read/884
THE WITCH'S TRILOGY,https://t.me/moon_read/1132
THE WORLD OFF ALL SOUL,https://t.me/moon_read/587
THE WORLD'S STRONGEST ARE OBSESSED WITH ME,https://t.me/moon_read/324
THE YOUNG WIFE 🔞🔞🔞,https://t.me/moon_read/251
THEIR LOVE STORIES,https://t.me/moon_read/782
THEIR WAY OF LOVE,https://t.me/moon_read/1246
THERE ARE TWO SNAKES,https://t.me/moon_read/1130
THERE MUST BE HAPPY ENDING,https://t.me/moon_read/529
THERE'S NO WAY I WOULD MARRY YOU,https://t.me/moon_read/481
THINGS I DIDN'T KNOW BECAUSE IT WAS THE FIRST TIME,https://t.me/moon_read/472
THIS BL NOVEL IS RUINED NOW,https://t.me/moon_read/1095
"THIS IS THE WRONG HOUSE, VILLAIN",https://t.me/moon_read/738
THIS REINCARNATION REQUIRES A SUBSCRIPTION FEE,https://t.me/moon_read/1145
THIS TYPE OF COURTSHIP IS COMPLICATED,https://t.me/moon_read/557
THOUGHT IT WAS THE END ONLY TO RETURN TO CHANGE GENRE,https://t.me/moon_read/876
TIME OF THE BLIND BEAST,https://t.me/moon_read/1111
TO BE A VIRTUOUS WIFE,https://t.me/moon_read/490
TO MY BEASTLY SAVIOR,https://t.me/moon_read/872
TO NEVER LOSE HER AGAIN,https://t.me/moon_read/721
TO THE LOVE BORN IN THE LOWEST PLACE,https://t.me/moon_read/707
TO YOU MORALLESS 🔞🔞🔞,https://t.me/moon_read/269
TO YOU WHO FORGOT ME,https://t.me/moon_read/750
TO YOU WHO WILL DESTROY ME,https://t.me/moon_read/864
TOTTO-CHAN : THE LITTLE GIRL AT THE WINDOW,https://t.me/moon_read/431
TOUCH MY BROTHER AND YOU DIE,https://t.me/moon_read/198
TOWARD THE MISTY BREEZE,https://t.me/moon_read/664
TOWARDS THE WINTER CABIN OF SERENITY & MADNESS 🔞,https://t.me/moon_read/403
TOY LADY 🔞🔞,https://t.me/moon_read/1019
TRAPPED IN A SECRET ROOM WITH THE DUKE 🔞,https://t.me/moon_read/578
TRICKED INTO BECOMING THE HEROINE'S STEPMOTHER,https://t.me/moon_read/155
TROLL ‼️🔞🔞🔞☠️🏴‍☠️‼️,https://t.me/moon_read/1202
TRUE LOVE FADES AWAY WHEN THE CONTRACT ENDS,https://t.me/moon_read/426
TWILIGHT SAGA COMPLETE,https://t.me/moon_read/458
TWISTED SERIES 🔞🔞🔞,https://t.me/moon_read/317
TWO SIDES OF THE PRINCESS,https://t.me/moon_read/776
TYRANT'S MAID OBSESSIVE NIGHT🔞,https://t.me/moon_read/572
UNDER THE OAK TREE : MAIN STORY 🔞🔞🔞,https://t.me/moon_read/256
UNDER THE OAK TREE : RIFTAN POV 🔞🔞🔞,https://t.me/moon_read/258
UNDER THE OAK TREE : SIDE STORY I (THE WHITE KNIGHT),https://t.me/moon_read/260
UNDER THE OAK TREE : SIDE STORY II,https://t.me/moon_read/261
UNDER THE REALM OF THE BEAST,https://t.me/moon_read/982
UNFORSEEN ENGAGEMENT,https://t.me/moon_read/175
UNTAMED SIN 🏴‍☠️🏴‍☠️🔞,https://t.me/moon_read/1061
UNTIL THE FAKE IDEAL TYPE BECOMES REAL,https://t.me/moon_read/1299
UNTOUCHABLE BY YOU,https://t.me/moon_read/826
UNWILLING TO DESIRE,https://t.me/moon_read/1129
VALIA TRIBUTE TO SHUDEN 🔞🔞🔞,https://t.me/moon_read/144
VAMPIRE'S GAME 🔞🔞🔞,https://t.me/moon_read/658
VENGEANCE NAMED LOVE / TRY BEGGING : SIDE STORY 🔞🔞🔞,https://t.me/moon_read/240
VENGEANCE NAMED LOVE / TRY BEGGING ‼️🔞🔞🔞‼️,https://t.me/moon_read/239
VILLAIN EATEN BY A HERO,https://t.me/moon_read/885
VILLAINESS ARE DESTINED TO DIE,https://t.me/moon_read/38
VILLAINESS FLIPS THE SCRIPT,https://t.me/moon_read/44
VILLAINESS HAVE MORE FUN,https://t.me/moon_read/78
"VILLAINOUS LADY, THE OOBSESSION BEGINS",https://t.me/moon_read/1043
VILLAINS BEHIND THE CURTAIN,https://t.me/moon_read/374
VIOLET EVERGARDEN,https://t.me/moon_read/383
VIOLET LOVE SCANDAL 🔞🔞🔞,https://t.me/moon_read/955
VIVIAN'S CIRCUMSTANCE 🔞🔞🔞,https://t.me/moon_read/556
VULPECULA'S LOVE LETTER,https://t.me/moon_read/749
WAIT FOR ME YESTERDAY IN SPRING,https://t.me/moon_read/422
"WAKE UP, WARRIOR",https://t.me/moon_read/349
WARM BLACK TEA,https://t.me/moon_read/365
WASN'T THIS SUPPOSED TO BE A WHOLESOME ROMANCE FANTASY?,https://t.me/moon_read/1276
WE WON'T BREAK UP,https://t.me/moon_read/881
WE'RE IN A CONTRACT MARRIAGE BUT I'VE IMPRINTED 🔞🔞🔞,https://t.me/moon_read/1093
WE'RE MARRIED AFTER ALL,https://t.me/moon_read/701
WEATHERING WITH YOU,https://t.me/moon_read/566
WEED~THE ONE'S GARDENER,https://t.me/moon_read/734
WELCOME TO THE ROSE MANSION,https://t.me/moon_read/728
WHAT HAPPENS IN THE ATTIC,https://t.me/moon_read/857
WHAT IT MEANS TO BE YOU,https://t.me/moon_read/212
WHAT REMAINS IN THE DAMAGED PLACE,https://t.me/moon_read/853
WHAT'S WRONG WITH SECRETARY KIM?,https://t.me/moon_read/244
WHAT'S WRONG WITH YOU DUKE,https://t.me/moon_read/80
WHEN A RECLUSE LADY'S PRETENSE IS EXPOSED,https://t.me/moon_read/1049
WHEN A SNAIL FALL IN LOVE,https://t.me/moon_read/476
WHEN A SNAIL FALLS IN LOVE,https://t.me/moon_read/724
WHEN A TYRANT DAD LOVES ‼️🔞🔞🔞‼️,https://t.me/moon_read/895
WHEN A WELL-RAISED SON GROWS UP 🔞🔞🔞,https://t.me/moon_read/989
WHEN I LOVED YOU,https://t.me/moon_read/230
WHEN MARNIE WAS THERE,https://t.me/moon_read/866
WHEN MY ENEMIES BEGAN TO REGRET,https://t.me/moon_read/1232
WHEN THE BITTER WIND BLOWS,https://t.me/moon_read/661
WHEN THE BLACK MOON RISE,https://t.me/moon_read/1048
WHEN THE DOOR OPEN,https://t.me/moon_read/722
WHEN THE MOON TILTS WEST 🔞🔞🔞,https://t.me/moon_read/729
WHEN THE PHONE RINGS,https://t.me/moon_read/348
WHEN THE TERRIBLY UNLUCKY VILLAINESS RETURNS,https://t.me/moon_read/1040
"WHEN THE VILLAINESS DIED, THE MALE LEAD WENT CRAZY",https://t.me/moon_read/1148
WHEN THE VILLAINS UNITE,https://t.me/moon_read/856
WHEN THE WITCH IS IMPRINTED 🔞🔞🔞,https://t.me/moon_read/804
WHEN YOUR PAINS BECOMES MINE,https://t.me/moon_read/805
WHEN YOUR SECRET CRUSH WIZARD TOOK A LOVE POTION,https://t.me/moon_read/744
WHILE I'M ASKING NICELY,https://t.me/moon_read/579
WHITE OUT 🔞🔞🔞,https://t.me/moon_read/690
WHO MADE ME A PRINCESS,https://t.me/moon_read/1201
WHO STOLE THE EMPRESS,https://t.me/moon_read/684
WHO'S THE LIAR,https://t.me/moon_read/1097
WHO'S THE PREY,https://t.me/moon_read/314
WHOSE CHILD BELONGS TO THE EMPEROR,https://t.me/moon_read/570
"WHY ARE YOU SORRY, DARLING?",https://t.me/moon_read/367
WHY DO THINGS CHANGE WHEN WE GET MARRIED?,https://t.me/moon_read/1065
WHY IS MY HUSBAND HERE? 🔞🔞,https://t.me/moon_read/1031
WHY OPHELIA COULDN'T LEAVE 🔞,https://t.me/moon_read/699
WINDBURG,https://t.me/moon_read/673
WINGS OF STARLIGHT (DISNEY FAIRIES),https://t.me/moon_read/273
WINTER BUD,https://t.me/moon_read/1289
WINTER WOLF,https://t.me/moon_read/194
WINTER'S AGREEMENT,https://t.me/moon_read/788
WISH UPON A HUSBAND,https://t.me/moon_read/1071
WISH YOU LOVED ME,https://t.me/moon_read/780
WISHED YOU WERE DEAD,https://t.me/moon_read/87
WOLF CHILDREN,https://t.me/moon_read/427
WOULD YOU BE MY TOY,https://t.me/moon_read/950
WRITING A MYSTERY WITH THE DUKE,https://t.me/moon_read/164
"XOXO, MISS MINNIE 🔞🔞🔞",https://t.me/moon_read/404
YAMI HARA,https://t.me/moon_read/466
YOU CAN KEEP THE MALE LEAD,https://t.me/moon_read/893
YOU SERIES,https://t.me/moon_read/329
YOU'RE AT THE END OF THE DOWNFALL,https://t.me/moon_read/356
YOU'RE MY SLAVE,https://t.me/moon_read/850
YOU'VE TO REPAY YOUR SAVIOR,https://t.me/moon_read/608
"YOU, MY DEVIL",https://t.me/moon_read/1156
YOUR BLUE EYES,https://t.me/moon_read/276
YOUR ETERNAL LIES,https://t.me/moon_read/162
"YOUR MAJESTY, I'M NOT THAT MAN 🔞🔞",https://t.me/moon_read/1030
YOUR NAME (KIMI NO NAWA),https://t.me/moon_read/419
YOUR ULTIMATE LOVE RIVAL,https://t.me/moon_read/79
💫,https://t.me/moon_read/31
